profile,workload,variant,repetition,seed,phase,expected_diagnosis,event_id,region_id,event_operation_index,action_operation_index,action_start_operation,action_end_operation,trial_start_operation,trial_end_operation,commit_operation_index,trigger_window_sequence,diagnosis,action,outcome,reason,from_leaf,to_leaf,records_moved,leaves_touched,moved_record_fraction,touched_leaf_fraction,region_exposure_fraction,predicted_benefit_nanos,estimated_action_cost_nanos,safety_adjusted_cost_nanos,predicted_break_even_operations,action_nanos,trial_operations,comparable_trial_samples,baseline_objective_nanos,candidate_objective_nanos,baseline_p99_nanos,candidate_p99_nanos,baseline_operation_mix,trial_operation_mix,raw_gain,net_gain,operation_mix_drift
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,1,20996,124483,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,2,21000,128417,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,3,20998,128709,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,4,20997,129974,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,5,21001,130000,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.14111019614784343, scanScore=0.06861556125891626",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,6,20999,136176,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,7,20996,157011,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.06630088923941924, scanScore=0.04505507582715785",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,8,20997,165012,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.053422878533939094, scanScore=0.04742571644943852",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,9,21574,194311,166241,166241,166241,166335,194311,194311,4,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,22,23,51,3,4.7504079762144275E-5,1.355197181189863E-4,0.02586707757597191,438143.83509738045,2790.0,3208.4999999999995,146.4587536322125,758600,512,25,5300.0,1000.0,5300.0,1400.0,SEARCH=0.2490234375;INSERT=0.427734375;DELETE=0.0986328125;UPDATE=0.177734375;RANGE_SEARCH=0.046875,SEARCH=0.291015625;INSERT=0.408203125;DELETE=0.083984375;UPDATE=0.16015625;RANGE_SEARCH=0.056640625,0.8113207547169812,0.5346523234817218,0.0517578125
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,10,21181,237145,207460,207460,207460,207685,237145,237145,7,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,11,12,63,3,5.7752281215107995E-5,1.332859427759019E-4,0.026629911840428577,82462.95477596026,3270.0,3760.4999999999995,912.0459023610604,23100,512,28,1700.0,1300.0,1700.0,1300.0,SEARCH=0.275390625;INSERT=0.408203125;DELETE=0.109375;UPDATE=0.1533203125;RANGE_SEARCH=0.0537109375,SEARCH=0.251953125;INSERT=0.423828125;DELETE=0.1015625;UPDATE=0.162109375;RANGE_SEARCH=0.060546875,0.23529411764705882,0.20978101160386028,0.03125
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,11,21587,237578,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.08622728067403872, scanScore=0.01098907717305154",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,12,21609,242135,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.7645728061403542, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,13,20996,249304,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.11303687662362713, scanScore=0.026255899134367374",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,14,20999,272810,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,0,1103515245,LOCAL_HOTSPOT,,15,21633,300000,280839,280839,280839,280871,299788,-1,5,INSERT_SPLIT_PRESSURE,SLACKEN,ROLLBACK,trial censored at RUN_END before a terminal live-trial decision,17,18,63,3,5.641829779726846E-5,1.2851818532322323E-4,0.01616008585045608,484876.43215604586,3270.0,3760.4999999999995,155.1116841574916,26900,309,21,4800.0,900.0,4800.0,1200.0,SEARCH=0.2490234375;INSERT=0.4521484375;DELETE=0.1064453125;UPDATE=0.1474609375;RANGE_SEARCH=0.044921875,SEARCH=0.30097087378640774;INSERT=0.39158576051779936;DELETE=0.10032362459546926;UPDATE=0.14563106796116504;RANGE_SEARCH=0.061488673139158574,0.8125,0.7951604675292969,0.06851423442556633
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,1,20997,50895,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.06496333630912435, scanScore=0.054782006723197586",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,2,20998,111319,95110,95110,95110,95143,111319,111319,6,INSERT_SPLIT_PRESSURE,SLACKEN,COMMIT,trial acceptance rule satisfied,12,13,61,3,5.860341340865313E-5,1.3805163131011E-4,0.03627860837525686,347473.9601785588,3190.0,3668.4999999999995,211.15251330573622,29100,512,39,4200.0,900.0,4200.0,900.0,SEARCH=0.2529296875;INSERT=0.4345703125;DELETE=0.0966796875;UPDATE=0.15625;RANGE_SEARCH=0.0595703125,SEARCH=0.24609375;INSERT=0.453125;DELETE=0.111328125;UPDATE=0.142578125;RANGE_SEARCH=0.046875,0.7857142857142857,0.7761651715959821,0.033203125
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,3,20999,116267,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,4,21000,134640,119975,119975,119975,119977,134640,-1,7,INSERT_SPLIT_PRESSURE,SLACKEN,ROLLBACK,tail-latency guard failed,44,45,63,3,6.000702939487197E-5,1.362831054376959E-4,0.03232323232323232,512756.25000000006,3270.0,3760.4999999999995,146.67788057190916,26100,512,24,4700.0,5700.0,4700.0,5700.0,SEARCH=0.26171875;INSERT=0.4404296875;DELETE=0.091796875;UPDATE=0.1572265625;RANGE_SEARCH=0.048828125,SEARCH=0.265625;INSERT=0.4453125;DELETE=0.087890625;UPDATE=0.158203125;RANGE_SEARCH=0.04296875,-0.2127659574468085,-0.2213560505319149,0.009765625
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,5,21001,146027,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.10633597442559889, scanScore=0.06911254724224705",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,6,20999,148700,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.1278479639516716, scanScore=0.05877436315121681",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,7,20997,157533,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.04535722102290226, scanScore=0.05740955816801893",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,8,21587,163476,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.08337868589082005, scanScore=0.042996277249148535",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,9,21568,173087,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.0874546470873377, scanScore=0.014686108605975927",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,10,21554,176570,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.05803828607431194, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,11,21604,237285,207043,207043,207043,207134,237285,-1,4,INSERT_SPLIT_PRESSURE,SLACKEN,ROLLBACK,tail-latency guard failed,28,29,57,3,5.2277702826022554E-5,1.3338075760270317E-4,0.02442864640488573,179321.53251586432,3030.0,3484.4999999999995,388.63152139208165,32100,512,24,1600.0,2200.0,1600.0,4500.0,SEARCH=0.24609375;INSERT=0.453125;DELETE=0.099609375;UPDATE=0.150390625;RANGE_SEARCH=0.05078125,SEARCH=0.259765625;INSERT=0.423828125;DELETE=0.115234375;UPDATE=0.142578125;RANGE_SEARCH=0.05859375,-0.375,-0.4160634704589844,0.037109375
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,1,214013,LOCAL_HOTSPOT,,12,21001,300000,286931,286931,286931,286940,299977,-1,11,INSERT_SPLIT_PRESSURE,SLACKEN,ROLLBACK,trial censored at RUN_END before a terminal live-trial decision,4,5,64,3,5.735980010109665E-5,1.2843015540048804E-4,0.015385077676612879,6635.4878451876175,3310.0,3806.4999999999995,11473.157931441807,31700,198,0,NaN,NaN,6500.0,1300.0,SEARCH=0.2265625;INSERT=0.4462890625;DELETE=0.107421875;UPDATE=0.150390625;RANGE_SEARCH=0.0693359375,SEARCH=0.2727272727272727;INSERT=0.42424242424242425;DELETE=0.1111111111111111;UPDATE=0.14646464646464646;RANGE_SEARCH=0.045454545454545456,NaN,NaN,0.04985400883838382
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,1,20996,52554,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.6364018848759929, scanScore=0.04966840554957527",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,2,21001,93391,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.10811017012063001, scanScore=0.022801638538366666",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,3,21173,122959,108235,108235,108235,108293,122959,-1,4,INSERT_SPLIT_PRESSURE,SLACKEN,ROLLBACK,tail-latency guard failed,1,2,59,3,5.643259891247687E-5,1.369988126769568E-4,0.03433131055754853,396245.0129077682,3110.0,3576.4999999999995,180.51962212745792,733600,512,27,2900.0,8500.0,2900.0,8500.0,SEARCH=0.2548828125;INSERT=0.4580078125;DELETE=0.091796875;UPDATE=0.154296875;RANGE_SEARCH=0.041015625,SEARCH=0.25390625;INSERT=0.439453125;DELETE=0.095703125;UPDATE=0.16015625;RANGE_SEARCH=0.05078125,-1.9310344827586208,-2.299452572737069,0.01953125
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,4,21001,124829,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,5,20998,124832,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,6,21000,126068,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,7,20997,127326,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,predicted benefit does not repay estimated adaptation cost within configured horizon,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,8,20996,127781,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.1470495880483588, scanScore=0.0680615195185537",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,9,21179,142740,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.386144635911149, scanScore=0.0",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,10,20999,150705,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.09274247288019875, scanScore=0.0633787069242779",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,11,21000,156850,-1,-1,-1,-1,-1,-1,-1,NO_CONFIDENT_DIAGNOSIS,,ABSTAIN,"diagnostic confidence not satisfied: insertScore=0.0650325848774642, scanScore=0.0551845314008734",-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
PUBLICATION,LOCAL_HOTSPOT,LARS_FULL,2,1664525,LOCAL_HOTSPOT,,12,20996,158541,-1,-1,-1,-1,-1,-1,-1,INSERT_SPLIT_PRESSURE,,ABSTAIN,no feasible bounded repair window for SLACKEN,-1,-1,0,0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN
